waveform	Ch0	
t0	2018/05/01  15:17:27.896645	
delta t	2.000000E-6	

time[0]	Ch0
2018/05/01  15:17:27.897041	-1.592475E-1
2018/05/01  15:17:27.897043	-1.591187E-1
2018/05/01  15:17:27.897045	-1.590221E-1
2018/05/01  15:17:27.897047	-1.590865E-1
2018/05/01  15:17:27.897049	-1.592475E-1
2018/05/01  15:17:27.897051	-1.591831E-1
2018/05/01  15:17:27.897053	-1.590543E-1
2018/05/01  15:17:27.897055	-1.591831E-1
2018/05/01  15:17:27.897057	-1.592475E-1
2018/05/01  15:17:27.897059	-1.591509E-1
2018/05/01  15:17:27.897061	-1.590221E-1
2018/05/01  15:17:27.897063	-1.591509E-1
2018/05/01  15:17:27.897065	-1.592797E-1
2018/05/01  15:17:27.897067	-1.591509E-1
2018/05/01  15:17:27.897069	-1.590865E-1
2018/05/01  15:17:27.897071	-1.591187E-1
2018/05/01  15:17:27.897073	-1.592797E-1
2018/05/01  15:17:27.897075	-1.591187E-1
2018/05/01  15:17:27.897077	-1.591187E-1
2018/05/01  15:17:27.897079	-1.592153E-1
2018/05/01  15:17:27.897081	-1.592475E-1
2018/05/01  15:17:27.897083	-1.591187E-1
2018/05/01  15:17:27.897085	-1.591187E-1
2018/05/01  15:17:27.897087	-1.591509E-1
2018/05/01  15:17:27.897089	-1.592475E-1
2018/05/01  15:17:27.897091	-1.591509E-1
2018/05/01  15:17:27.897093	-1.589577E-1
2018/05/01  15:17:27.897095	-1.591831E-1
2018/05/01  15:17:27.897097	-1.592153E-1
2018/05/01  15:17:27.897099	-1.590543E-1
2018/05/01  15:17:27.897101	-1.591187E-1
2018/05/01  15:17:27.897103	-1.590865E-1
2018/05/01  15:17:27.897105	-1.592475E-1
2018/05/01  15:17:27.897107	-1.591509E-1
2018/05/01  15:17:27.897109	-1.590221E-1
2018/05/01  15:17:27.897111	-1.592153E-1
2018/05/01  15:17:27.897113	-1.593119E-1
2018/05/01  15:17:27.897115	-1.591509E-1
2018/05/01  15:17:27.897117	-1.590865E-1
2018/05/01  15:17:27.897119	-1.591831E-1
2018/05/01  15:17:27.897121	-1.592153E-1
2018/05/01  15:17:27.897123	-1.591831E-1
2018/05/01  15:17:27.897125	-1.590221E-1
2018/05/01  15:17:27.897127	-1.591187E-1
2018/05/01  15:17:27.897129	-1.592475E-1
2018/05/01  15:17:27.897131	-1.591187E-1
2018/05/01  15:17:27.897133	-1.589899E-1
2018/05/01  15:17:27.897135	-1.591831E-1
2018/05/01  15:17:27.897137	-1.591509E-1
2018/05/01  15:17:27.897139	-1.591187E-1
2018/05/01  15:17:27.897141	-1.591187E-1
2018/05/01  15:17:27.897143	-1.591187E-1
2018/05/01  15:17:27.897145	-1.591509E-1
2018/05/01  15:17:27.897147	-1.591187E-1
2018/05/01  15:17:27.897149	-1.590221E-1
2018/05/01  15:17:27.897151	-1.592153E-1
2018/05/01  15:17:27.897153	-1.592475E-1
2018/05/01  15:17:27.897155	-1.591187E-1
2018/05/01  15:17:27.897157	-1.590865E-1
2018/05/01  15:17:27.897159	-1.591187E-1
2018/05/01  15:17:27.897161	-1.592475E-1
2018/05/01  15:17:27.897163	-1.592797E-1
2018/05/01  15:17:27.897165	-1.589899E-1
2018/05/01  15:17:27.897167	-1.591187E-1
2018/05/01  15:17:27.897169	-1.592475E-1
2018/05/01  15:17:27.897171	-1.592797E-1
2018/05/01  15:17:27.897173	-1.590221E-1
2018/05/01  15:17:27.897175	-1.591187E-1
2018/05/01  15:17:27.897177	-1.591831E-1
2018/05/01  15:17:27.897179	-1.592475E-1
2018/05/01  15:17:27.897181	-1.590543E-1
2018/05/01  15:17:27.897183	-1.591831E-1
2018/05/01  15:17:27.897185	-1.592153E-1
2018/05/01  15:17:27.897187	-1.590543E-1
2018/05/01  15:17:27.897189	-1.590543E-1
2018/05/01  15:17:27.897191	-1.591831E-1
2018/05/01  15:17:27.897193	-1.592153E-1
2018/05/01  15:17:27.897195	-1.590865E-1
2018/05/01  15:17:27.897197	-1.590543E-1
2018/05/01  15:17:27.897199	-1.591187E-1
2018/05/01  15:17:27.897201	-1.592797E-1
2018/05/01  15:17:27.897203	-1.589577E-1
2018/05/01  15:17:27.897205	-1.590221E-1
2018/05/01  15:17:27.897207	-1.591509E-1
2018/05/01  15:17:27.897209	-1.592475E-1
2018/05/01  15:17:27.897211	-1.591187E-1
2018/05/01  15:17:27.897213	-1.590543E-1
2018/05/01  15:17:27.897215	-1.590865E-1
2018/05/01  15:17:27.897217	-1.592153E-1
2018/05/01  15:17:27.897219	-1.590543E-1
2018/05/01  15:17:27.897221	-1.589255E-1
2018/05/01  15:17:27.897223	-1.590543E-1
2018/05/01  15:17:27.897225	-1.592797E-1
2018/05/01  15:17:27.897227	-1.591509E-1
2018/05/01  15:17:27.897229	-1.589899E-1
2018/05/01  15:17:27.897231	-1.591509E-1
2018/05/01  15:17:27.897233	-1.592475E-1
2018/05/01  15:17:27.897235	-1.591509E-1
2018/05/01  15:17:27.897237	-1.589255E-1
2018/05/01  15:17:27.897239	-1.590865E-1
2018/05/01  15:17:27.897241	-1.592797E-1
2018/05/01  15:17:27.897243	-1.591509E-1
2018/05/01  15:17:27.897245	-1.590543E-1
2018/05/01  15:17:27.897247	-1.590865E-1
2018/05/01  15:17:27.897249	-1.593119E-1
2018/05/01  15:17:27.897251	-1.591187E-1
2018/05/01  15:17:27.897253	-1.590543E-1
2018/05/01  15:17:27.897255	-1.591509E-1
2018/05/01  15:17:27.897257	-1.591831E-1
2018/05/01  15:17:27.897259	-1.590865E-1
2018/05/01  15:17:27.897261	-1.590865E-1
2018/05/01  15:17:27.897263	-1.590543E-1
2018/05/01  15:17:27.897265	-1.591187E-1
2018/05/01  15:17:27.897267	-1.591509E-1
2018/05/01  15:17:27.897269	-1.589899E-1
2018/05/01  15:17:27.897271	-1.590543E-1
2018/05/01  15:17:27.897273	-1.591831E-1
